,ActualSales,Sales
0,7454.0,6424.871060728761
1,6209.0,6490.541723047896
2,7917.0,7093.314001483253
3,6969.0,7638.9983596522825
4,5686.0,5938.258552404239
5,5115.0,5775.34328699309
6,4870.0,5190.411746080368
7,5035.0,4919.732510072347
8,4710.0,4870.471257125584
9,5511.0,5608.7030098360765
10,5285.0,6010.276239526445
11,8469.0,7750.672886816226
12,7266.0,6573.5556515065855
13,6988.0,6573.080896931791
14,6949.0,7125.192576929159
15,6803.0,7672.030417132422
16,6449.0,6230.695379525837
17,5664.0,6523.385855778895
18,4884.0,5038.60402063171
19,6025.0,5083.66893115076
20,5645.0,5396.315871676606
21,5740.0,5941.306009560224
22,5973.0,6078.5986217754835
23,8537.0,7973.171553675124
24,7503.0,6892.721097372299
25,5864.0,6864.477118080862
26,6547.0,6999.174207665664
27,6770.0,7389.625104785697
28,5784.0,6002.416029185354
29,5841.0,5920.747166777381
30,5327.0,4886.826691514415
31,5032.0,5064.887855333087
32,5755.0,5502.5514937430335
33,5585.0,6452.966123795531
34,5089.0,5936.826807604191
35,8716.0,8150.56456452571
36,7166.0,6910.574222446569
37,6999.0,6785.8304969806
38,6979.0,7215.991709919179
39,6789.0,7657.902479228387
