,ActualSales,Sales
0,10504.0,10215.597517033682
1,8228.0,9058.51426682698
2,8524.0,8758.88150264817
3,8698.0,9467.04000300256
4,6380.0,7060.759065099037
5,5378.0,6159.479050239399
6,5790.0,6013.942894016639
7,5488.0,6207.666182406199
8,5235.0,5720.479318016628
9,6463.0,6464.023308268378
10,8155.0,7425.411001534969
11,14082.0,10308.161031328178
12,13334.0,9674.118234748792
13,7390.0,8555.240578252284
14,7686.0,8458.508559818822
15,8422.0,9165.62972941162
16,7059.0,7180.850840323663
17,6462.0,6367.539382896207
18,5646.0,5682.849619724045
19,6250.0,5775.020147464318
20,6591.0,5456.828520611263
21,6868.0,5977.866962917928
22,7432.0,7011.650377075908
23,11916.0,9952.325734125743
24,9424.0,9367.834993611032
25,8723.0,8777.57138005906
26,8551.0,8561.939552585949
27,9064.0,9655.268397380965
28,6887.0,7305.3615217859115
29,5869.0,6499.922880830946
30,5457.0,5536.0642617246995
31,5737.0,5565.9755634429885
32,7160.0,5843.414023630563
33,7179.0,6491.135869939659
34,6936.0,7581.051434438405
35,12977.0,10360.641252190793
36,9218.0,9403.88820670352
37,8089.0,8949.919569810534
38,9618.0,8876.626544379358
39,10735.0,9565.975786358722
