,ActualSales,Sales
0,7156.0,7146.790462573177
1,5734.0,6350.070258562437
2,5523.0,6080.1640060973805
3,6096.0,5943.20864039759
4,2554.0,2694.9233521363058
5,3597.0,5038.144688484856
6,3860.0,4083.1853374911516
7,3360.0,4166.672773108629
8,3400.0,4316.498334109509
9,3894.0,4310.4740730124195
10,2891.0,3269.5286496441545
11,7484.0,7128.387570161078
12,7013.0,6768.696168912027
13,6459.0,6405.292213169542
14,6226.0,6205.090841273905
15,6155.0,5860.624033386409
16,2903.0,2794.407733319179
17,6771.0,5485.9896057354035
18,6269.0,4101.285827355783
19,5384.0,4021.4666203086326
20,4877.0,3931.74155494665
21,4041.0,4043.354446384218
22,2822.0,3189.8352718008273
23,7208.0,7130.305653220237
24,6820.0,6465.890329342232
25,5958.0,6093.2714879822315
26,5386.0,6259.677911792653
27,5263.0,5860.6416809994535
28,3225.0,3017.2459300820765
29,4760.0,4979.944101875499
30,4223.0,3960.785571463025
31,4037.0,3908.845569327365
32,4669.0,3828.496048376057
33,4380.0,4119.415667083226
34,2733.0,3192.8029650974718
35,8041.0,7374.002306251031
36,6323.0,6612.510243967916
37,6738.0,6436.725290760908
38,6148.0,6504.012586010822
39,8001.0,6278.898920059486
