,ActualSales,Sales
0,8365.0,9841.37300536445
1,8431.0,8785.676412825027
2,8694.0,9565.968359299495
3,9155.0,9914.384030362153
4,6595.0,7748.521876414703
5,6922.0,8149.974374319954
6,6491.0,6689.155465554675
7,6188.0,6321.904716154044
8,6251.0,6414.547127368731
9,7791.0,7953.16223106564
10,7057.0,7044.074433707359
11,12120.0,10263.778827673586
12,11325.0,9239.444453730272
13,9674.0,8361.192002543732
14,9760.0,8771.563628163392
15,10205.0,8888.041357346052
16,6924.0,6174.911242341256
17,7277.0,6929.559383794168
18,6408.0,5491.315534060062
19,6929.0,5355.145860230293
20,8390.0,6104.329365776274
21,8109.0,7564.761057972862
22,6777.0,7120.684640174772
23,10665.0,10595.096565748936
24,9888.0,9560.291399917709
25,8299.0,9021.798589830512
26,10373.0,9480.743870918111
27,9083.0,9545.10343718561
28,7528.0,7013.193802130594
29,7573.0,7399.708356031588
30,6255.0,6146.274407322115
31,6416.0,5788.709123549612
32,6927.0,6437.2449343372755
33,7909.0,7491.597203395879
34,7078.0,7185.234776364572
35,11164.0,10489.818724409775
36,7912.0,9109.967133663662
37,8296.0,8818.451190687023
38,8731.0,9140.842138781092
39,11283.0,9517.386715930552
