,ActualSales,Sales
0,11637.0,11928.321541012177
1,10601.0,10634.145438816564
2,9531.0,10356.959929851511
3,9604.0,9583.941905454041
4,3425.0,3709.7673828894767
5,8849.0,9836.049088724802
6,8386.0,8649.398726032847
7,8680.0,8508.799435387418
8,7705.0,8347.734517512843
9,7857.0,7799.47523011676
10,4406.0,4958.559499135177
11,13181.0,13647.716857790852
12,11814.0,11775.968745062175
13,11002.0,11159.822300561647
14,10468.0,10854.351308704001
15,10117.0,10497.468964095788
16,4787.0,4606.70328254675
17,10810.0,11181.511326631775
18,8715.0,9165.648808524431
19,9166.0,9041.044664669747
20,8420.0,8924.009026721043
21,8949.0,8861.223469603823
22,4472.0,4454.05432197847
23,11788.0,12516.734063175274
24,9761.0,10305.170473223008
25,9304.0,9754.535560686763
26,9146.0,9339.470419810074
27,7856.0,8785.694883015462
28,3966.0,3022.787297049199
29,8597.0,9441.968664067756
30,7347.0,6873.205133636557
31,6310.0,7018.423056224932
32,7450.0,6835.382636582327
33,7143.0,7082.788562839705
34,3503.0,2306.6889818913114
35,9457.0,10770.536351008535
36,9413.0,8472.976332226903
37,8649.0,8947.933044321706
38,8874.0,8692.445795727726
39,9180.0,12764.83522867368
