,ActualSales,Sales
0,8718.0,8792.216855806215
1,8756.0,7844.742515194148
2,7417.0,7920.050616567032
3,7420.0,7276.304537949538
4,4165.0,3797.8570984221337
5,6641.0,6383.037116250156
6,5518.0,6178.854789576074
7,6315.0,5563.6084483688965
8,6116.0,6456.1097114418135
9,5951.0,6073.318421612497
10,4530.0,4855.3020938278005
11,10392.0,10321.882861354958
12,11148.0,9822.503172481689
13,9532.0,9449.05403918458
14,8654.0,8744.869884357939
15,8894.0,8042.827606574879
16,4498.0,4332.088513339502
17,7517.0,7874.803218748465
18,7104.0,6837.9161891789
19,7031.0,6128.125805782852
20,6353.0,6405.073442667605
21,6643.0,6658.724685376856
22,5123.0,4724.31620134057
23,9598.0,9237.409618589067
24,8458.0,8683.03623711101
25,8736.0,7873.075431319079
26,7607.0,8240.869625868743
27,7665.0,7589.552957644099
28,4325.0,3781.892258729842
29,7291.0,7335.714939503746
30,5774.0,6197.472903837375
31,5711.0,5957.414282555479
32,6723.0,5660.95573065353
33,5729.0,6235.660436350516
34,3872.0,3745.3972886840575
35,9187.0,8765.830968409206
36,7569.0,7823.710122944578
37,8138.0,7531.037946520916
38,7271.0,8716.114527183227
39,9062.0,10479.423875556908
