,ActualSales,Sales
0,7413.0,7694.769419686318
1,6410.0,6953.471336731289
2,7260.0,7321.7850068877015
3,6798.0,7368.408572902832
4,4742.0,5734.570091017056
5,4590.0,5092.451685168971
6,4414.0,4235.155477215518
7,4325.0,4384.929994855889
8,4233.0,5125.211380798712
9,5918.0,5553.154546092465
10,5654.0,6127.004203021206
11,9402.0,9465.67072895568
12,9862.0,8345.811788519924
13,5771.0,6630.001148849653
14,5306.0,6503.975478224271
15,6874.0,7001.310877527756
16,5027.0,4777.109075381054
17,5252.0,4663.869705209824
18,3891.0,3956.7620853160133
19,4260.0,3942.1972538668406
20,5336.0,4847.148717933355
21,4949.0,5558.457743502237
22,4974.0,5349.217733432963
23,9040.0,8321.319595058892
24,6328.0,7304.898851925807
25,5902.0,6689.08034568006
26,6038.0,6600.328544620248
27,5232.0,7271.277028411551
28,5394.0,4771.994907054473
29,4467.0,4758.1304918935675
30,4200.0,4309.9661285060365
31,4254.0,4456.399562183707
32,4123.0,5151.222759672544
33,4834.0,5656.559199196666
34,4596.0,5578.113224828334
35,8035.0,8599.993036157333
36,6815.0,7490.212430154852
37,5789.0,6787.628268452934
38,5734.0,6658.97516960376
39,7481.0,7244.257949218265
