,ActualSales,Sales
0,8539.0,8608.349219315352
1,7745.0,7782.197749709529
2,6450.0,6593.2364586381245
3,8901.0,8143.467680351074
4,9386.0,8847.090648456313
5,4862.0,5967.166443027577
6,4868.0,4484.378386986787
7,5812.0,4319.925582527639
8,4806.0,5079.739861611245
9,4830.0,6035.367676153181
10,9327.0,9815.350174413927
11,10176.0,9133.286809061883
12,9777.0,6857.349893984203
13,5890.0,6408.586892180683
14,5964.0,5757.782567237277
15,5528.0,6747.596860099779
16,5683.0,7940.631214037781
17,5781.0,5600.966543192976
18,4325.0,4418.531202350859
19,7378.0,5114.039385840379
20,6364.0,5820.03390561831
21,7470.0,7075.891173082079
22,8582.0,10630.43334120642
23,11202.0,10520.903324084287
24,10075.0,8218.570980797362
25,8028.0,8175.516363035616
26,6354.0,7522.7315331367245
27,6169.0,8018.523570535815
28,7724.0,7604.990552971957
29,7132.0,6185.258742720922
30,5180.0,4888.675329093274
31,5096.0,5983.708937098529
32,6330.0,6618.47783802063
33,6246.0,7540.682429814922
34,8025.0,9902.475307687782
35,12158.0,10736.419949912297
36,9544.0,7925.189484583557
37,8818.0,8109.072534137462
38,7596.0,7628.771686883719
39,9287.0,9197.849049537832
