,ActualSales,Sales
0,8458.0,7780.470210320884
1,7270.0,7536.67165731217
2,7813.0,7648.818472773379
3,8028.0,8549.111748985639
4,6039.0,6514.673696870928
5,5153.0,5199.739719335235
6,4805.0,4602.951160829669
7,4987.0,5078.082452506346
8,5230.0,5871.953156625701
9,6030.0,6457.643299549735
10,6338.0,7147.653780280556
11,10544.0,9314.995294256141
12,10385.0,8308.637924475619
13,6748.0,7869.07676537875
14,7024.0,7891.082850317313
15,8213.0,8519.155534434014
16,6626.0,6493.535099803715
17,6116.0,5482.428838878708
18,4534.0,4536.208869896496
19,5680.0,4957.426310778419
20,6111.0,5596.706827556889
21,5978.0,6249.667265611903
22,6153.0,6896.590384373026
23,9771.0,8979.929865237811
24,7797.0,7812.618753783121
25,7559.0,7448.2602431144505
26,6988.0,7584.422978761069
27,8177.0,8154.898061408066
28,6930.0,6459.338967966173
29,5651.0,5752.527647716787
30,5078.0,4701.497406014946
31,5124.0,5099.144836320779
32,6827.0,5488.728509781513
33,5558.0,6215.033938628465
34,6408.0,7117.527321204335
35,9064.0,9293.548388739164
36,7244.0,6964.220833490204
37,8068.0,6458.547269702021
38,8446.0,6793.437335509063
39,8897.0,7959.124410525498
