,ActualSales,Sales
0,9954.0,9683.111397187342
1,8648.0,8099.000280934717
2,8853.0,8713.82880763063
3,8995.0,8760.006369489533
4,5310.0,4904.859538372912
5,6144.0,7382.028304346099
6,7371.0,6172.038257031581
7,6264.0,6144.929022708444
8,6232.0,6302.490453280183
9,7153.0,6963.894631476226
10,5186.0,6031.311400851016
11,12952.0,11540.91653470751
12,12377.0,9927.011455811267
13,8439.0,8358.252300576798
14,7736.0,7968.616190108898
15,7219.0,7909.081042262151
16,4763.0,4227.428330978992
17,7004.0,7171.526909453344
18,6483.0,6124.845359243122
19,6396.0,6008.4409923491885
20,6682.0,6702.363522179264
21,7854.0,7479.454540353192
22,5292.0,6075.745558308023
23,11713.0,10963.91777398896
24,9859.0,9453.035746056863
25,8242.0,8413.889202523778
26,8068.0,8208.381654880348
27,8460.0,8158.7663120542475
28,5158.0,4372.449016323697
29,6772.0,6959.297719598848
30,6098.0,5743.417057209692
31,5405.0,5494.316371580302
32,7003.0,6047.5974085866455
33,6254.0,6965.081735092009
34,4995.0,5718.904499332002
35,11780.0,10474.766478665817
36,9491.0,9087.461768184316
37,8184.0,8743.848301916045
38,9095.0,10811.986904444875
39,10205.0,11711.286310928299
