,ActualSales,Sales
0,9711.0,10288.920416875015
1,8096.0,8879.19531061672
2,7774.0,8478.787190207167
3,8000.0,8455.23378048703
4,5806.0,6007.794107463575
5,6888.0,6892.629767585864
6,6284.0,6069.353800088879
7,5389.0,5600.641375124998
8,5872.0,6016.33908983898
9,6022.0,6096.6299388855805
10,6723.0,6125.515344042263
11,12121.0,10498.34077561648
12,10567.0,9725.677822326466
13,9104.0,8721.840204263195
14,9150.0,9243.157132088692
15,8614.0,8669.990911726596
16,5630.0,6046.584952840243
17,7740.0,7041.912938864843
18,6071.0,6844.51188094422
19,7111.0,7534.569136295518
20,6922.0,7478.557901624953
21,7292.0,7223.875800723717
22,6377.0,7346.833491784125
23,11848.0,11463.414973844465
24,10103.0,11451.267242514356
25,9101.0,10572.578627855517
26,9201.0,10137.514654925151
27,8157.0,9891.796380026488
28,6182.0,7693.09419827915
29,7311.0,8631.232514795842
30,5960.0,8261.652824735243
31,6250.0,8247.527591700315
32,7038.0,8396.319899366765
33,6050.0,8421.035390034409
34,6522.0,8779.762637783448
35,11358.0,12770.36804374844
36,10194.0,12185.065641384837
37,8627.0,11804.123775828424
38,10475.0,11200.398272316472
39,10893.0,11197.297648303907
