,ActualSales,Sales
0,9632.0,9755.425571845068
1,9184.0,9331.131872919395
2,9303.0,10346.408375911662
3,8000.0,8914.57680693357
4,5423.0,4989.992128551256
5,7062.0,8539.231120138229
6,6645.0,6418.230508070615
7,6748.0,6467.030697354746
8,8271.0,8422.946628066515
9,7556.0,7212.533808348973
10,5604.0,8236.358296865772
11,14792.0,13493.564728284658
12,14216.0,13022.6114382149
13,8674.0,11062.587064982126
14,9543.0,10262.578539457863
15,8624.0,9856.10183519995
16,4443.0,5478.36348959367
17,8041.0,8769.522758247886
18,7287.0,7926.441260405151
19,7713.0,7118.274014741352
20,8333.0,9506.295685118803
21,7179.0,7459.395674414527
22,4582.0,6237.467493093391
23,10757.0,11773.16950061475
24,9822.0,10390.012029921281
25,8388.0,9521.075139808036
26,9433.0,9839.703951662246
27,6990.0,9562.524782151779
28,5666.0,5629.364676862386
29,8294.0,8607.274581929229
30,5856.0,7181.784451830814
31,5785.0,6096.929368893823
32,6581.0,7627.947485179235
33,5921.0,7094.168815790182
34,4584.0,5754.7600929468435
35,9397.0,11166.62090867581
36,8730.0,9889.311287899909
37,8099.0,9927.872741657726
38,9761.0,11194.53734639256
39,10397.0,12139.077989850124
