,ActualSales,Sales
0,6884.0,7429.807578172966
1,6294.0,6310.416410171978
2,6166.0,6490.875998198053
3,5922.0,6276.559888672138
4,5898.0,5209.9481659562025
5,5519.0,5739.379335177843
6,5529.0,5351.908576796222
7,4878.0,5064.36626571053
8,4818.0,5807.078105298194
9,5319.0,5822.9191698214945
10,5512.0,6142.076829518054
11,9392.0,7977.493212736134
12,9703.0,7475.9548659714965
13,6310.0,6473.198469775714
14,5914.0,6679.0669618468855
15,5869.0,6547.87386792396
16,5152.0,5535.178731886438
17,5959.0,6005.820066796414
18,5365.0,5144.654520308104
19,5288.0,4537.6219489792575
20,6006.0,5271.000210329312
21,4951.0,5487.405414590659
22,5683.0,5992.816610026419
23,7730.0,7999.764423819443
24,7369.0,7511.6679161459215
25,6680.0,6637.065103232771
26,6903.0,6806.9725231608245
27,6550.0,6440.652411454488
28,5519.0,5509.499305803171
29,6270.0,5880.153482992242
30,5454.0,5201.648755384718
31,5416.0,4645.084939190845
32,5944.0,5341.616978636057
33,5199.0,5574.623993665236
34,5411.0,5957.988781237809
35,6973.0,8081.331070003504
36,7055.0,7678.702352181314
37,6641.0,6709.856853398551
38,6748.0,6841.8541400189215
39,9674.0,6549.078969143463
