,ActualSales,Sales
0,8680.0,8559.295101000336
1,8192.0,7808.403487671743
2,7226.0,8276.07931014637
3,7842.0,7764.115687285681
4,5465.0,5154.542031775538
5,5151.0,6703.303716490707
6,4854.0,5006.345764737531
7,4489.0,4379.460948477056
8,4746.0,4894.193700934402
9,4859.0,4969.631219497835
10,5058.0,5234.153447054214
11,10208.0,9313.64064366748
12,9642.0,8147.427777835221
13,8542.0,7926.981966353453
14,8161.0,7706.658534910253
15,7476.0,7882.380520438077
16,4809.0,5074.042055836031
17,6269.0,5679.974736083048
18,5293.0,4363.552423421104
19,5257.0,4330.1635246402975
20,5488.0,4710.972146294015
21,5046.0,4670.713954014962
22,4272.0,4781.186679271967
23,8571.0,9206.673510138546
24,8392.0,8128.906275467689
25,6983.0,7525.158831276725
26,5925.0,7184.857989688531
27,5704.0,7364.156588655759
28,4523.0,4498.959692208431
29,5147.0,5710.416825519422
30,4684.0,4086.7998541734687
31,4417.0,4054.8747826682647
32,5160.0,4460.151136286808
33,4579.0,4482.4056648330925
34,4922.0,4576.057671639342
35,7927.0,9236.013834789397
36,7011.0,7721.672219463781
37,6383.0,7056.575149905166
38,6752.0,6763.622329315849
39,7049.0,7033.86360768507
