,ActualSales,Sales
0,8636.0,8251.716905886957
1,7118.0,7532.409881648693
2,8420.0,8043.95339153795
3,7341.0,7780.117839935992
4,6459.0,5743.271778602365
5,6463.0,6818.852831574381
6,6448.0,6246.113157119733
7,6352.0,6077.287224490805
8,5821.0,5967.358890641161
9,6267.0,6630.300416837695
10,6333.0,6443.589122063284
11,9361.0,9386.603778757719
12,8814.0,8591.38332475548
13,7875.0,7860.064998398669
14,7869.0,7984.628662754057
15,7820.0,7749.918619247676
16,5568.0,5713.491048328578
17,7523.0,7312.421811698866
18,5924.0,6285.591565573312
19,6503.0,6216.712177178018
20,6538.0,6538.6873469456295
21,6578.0,6644.968913679867
22,5782.0,5887.934617973324
23,8623.0,8427.401319629153
24,7402.0,7441.706016337406
25,6984.0,6854.614061762606
26,6782.0,7048.894722457486
27,7182.0,7109.573144766881
28,5435.0,5293.42728482652
29,6992.0,7020.994104977338
30,6343.0,6265.253547453112
31,6054.0,5666.104663169883
32,5338.0,5370.3631333613575
33,5399.0,5166.929340753652
34,3877.0,3721.4956333123528
35,6045.0,6431.767790050327
36,6771.0,6570.948470850875
37,6658.0,6919.060735792227
38,7807.0,7933.9339123925265
39,8328.0,8363.08031875626
