,ActualSales,Sales
0,10478.0,11191.418472549189
1,9198.0,10929.878987882552
2,9007.0,10511.785064322716
3,10108.0,11196.90275536504
4,6895.0,7660.798238880485
5,7655.0,7625.747917368173
6,8137.0,6795.787459600586
7,7255.0,7137.355620499358
8,6603.0,7693.571217533579
9,8437.0,7973.007065613208
10,7520.0,8154.586258739138
11,12758.0,12196.0799312839
12,13592.0,11458.375110562947
13,10041.0,10207.342885465214
14,8946.0,9151.125119949784
15,13237.0,10216.824216721527
16,6638.0,6497.245396230693
17,9407.0,7474.2451446492105
18,7295.0,7010.704307041723
19,8509.0,6576.082155059967
20,8223.0,7643.297148163438
21,8514.0,7588.905324095323
22,7599.0,7697.622668233114
23,12181.0,11563.008191750041
24,10869.0,10619.430387000808
25,9854.0,10068.245113103416
26,10614.0,9848.186263153852
27,9441.0,10144.502024765869
28,7540.0,7243.0833108019
29,9259.0,7536.752276823689
30,8753.0,7364.67842685904
31,7670.0,7007.244776877365
32,8173.0,8050.523106040515
33,8095.0,7912.799347177431
34,7556.0,7680.754964051117
35,11636.0,11369.505134730847
36,10843.0,11195.863091072759
37,9962.0,10547.29281362086
38,10252.0,10062.538962336206
39,11204.0,10659.915727936994
