,ActualSales,Sales
0,7279.0,7887.126560919148
1,6894.0,6039.536760064679
2,7014.0,6201.568796874061
3,7308.0,6641.15504967284
4,5532.0,5635.432708567811
5,5295.0,5146.171351931365
6,4989.0,4889.261578272164
7,4230.0,5276.526901319348
8,4583.0,5445.920296408649
9,5197.0,5792.221368507226
10,5715.0,6189.093764064637
11,9039.0,7461.456328374382
12,7348.0,6911.349556574806
13,7292.0,6762.744518826276
14,7812.0,7247.35601745864
15,7116.0,7550.014090765281
16,5757.0,6721.345426194196
17,6889.0,6222.663969117966
18,5302.0,4791.821323870441
19,5834.0,4503.17272935851
20,5495.0,4541.551176263649
21,6168.0,5242.06510457024
22,5981.0,5998.238733307045
23,9256.0,7544.971418042227
24,7481.0,7359.989171308691
25,7076.0,7271.35767868728
26,6768.0,7344.353152756825
27,6133.0,7414.587628611722
28,6130.0,6470.8309778074245
29,5732.0,5808.204820894167
30,4915.0,4600.042352899168
31,6327.0,4505.14410832111
32,5841.0,5037.171664209402
33,5987.0,5624.09747375884
34,6883.0,6766.016683131804
35,8180.0,8470.332709640217
36,7031.0,8167.106324186507
37,7210.0,8130.173007455451
38,7257.0,8199.595279409717
39,7713.0,8276.42328248248
