,ActualSales,Sales
0,9014.0,9735.760149009388
1,13208.0,12529.212567424018
2,10782.0,10919.693147465809
3,11432.0,10701.64646991102
4,11282.0,11867.4453838408
5,9222.0,9033.9110320377
6,9577.0,9838.483881806658
7,8673.0,7509.640210469896
8,7863.0,6807.518913087753
9,8606.0,8533.18008818691
10,9118.0,8664.169496179853
11,9432.0,10034.083788460915
12,13779.0,12126.466251527945
13,12877.0,11385.35725116449
14,11635.0,11225.122213337936
15,11764.0,11319.309371139265
16,7835.0,8779.366786680217
17,8994.0,9855.036103796796
18,8568.0,7636.37470544006
19,7963.0,6978.776352070838
20,9500.0,8347.07917484088
21,8401.0,9162.099727437737
22,8583.0,9927.802756322151
23,15365.0,13862.994657141067
24,12000.0,11947.966347797901
25,10925.0,10961.03642542141
26,10696.0,10647.686028122527
27,9853.0,11042.983091736534
28,8948.0,8036.714732702898
29,8049.0,8809.850552596676
30,7453.0,6997.075337538001
31,7501.0,6502.441561923826
32,7079.0,7519.4762552842285
33,7990.0,8234.801815260298
34,7491.0,8831.510713822667
35,14796.0,13419.429031120895
36,11116.0,10072.323803975603
37,9945.0,8763.646668679808
38,10450.0,8859.629476383114
39,11678.0,9918.538968685647
